name;number;description;validated_business_object;validated_business_object_alias;severity_level;join_clause;where_clause;message_de;message_en;message_fr;message_it;message_rm;short_text_de;short_text_en;short_text_fr;short_text_it;short_text_rm
SC_RULE1406;1406;"""38 Anerkannte Intermediate Care Stellen (IMCU), ANK nach REKOLE"" negativ.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_38_ANK < 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_38_ANK = [ktf.UV_KTR_38_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_38_ANK = [ktf.UV_KTR_38_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_38_ANK = [ktf.UV_KTR_38_ANK];;"Die Variable ""38 Anerkannte Intermediate Care Stellen (IMCU), ANK nach REKOLE"" darf nicht negativ sein.";;La variable «38 Unités de soins intermédiaires (U-IMC) reconnues, CUI selon REKOLE» ne doit pas être négative.;La variabile «38 Intermediate Care Unit (IMCU) riconosciute, CUI secondo REKOLE» non può essere negativa.;
SC_RULE1407;1407;"""39 Pflege, ANK nach REKOLE"" negativ.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_39_ANK < 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_39_ANK = [ktf.UV_KTR_39_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_39_ANK = [ktf.UV_KTR_39_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_39_ANK = [ktf.UV_KTR_39_ANK];;"Die Variable ""39 Pflege, ANK nach REKOLE"" darf nicht negativ sein.";;La variable «39 Soins, CUI selon REKOLE» ne doit pas être négative.;La variabile «39 Cure, CUI secondo REKOLE» non può essere negativa.;
SC_RULE1408;1408;"""40 Psychologie, ANK nach REKOLE"" negativ.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_40_ANK < 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_40_ANK = [ktf.UV_KTR_40_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_40_ANK = [ktf.UV_KTR_40_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_40_ANK = [ktf.UV_KTR_40_ANK];;"Die Variable ""40 Psychologie, ANK nach REKOLE"" darf nicht negativ sein.";;La variable «40 Psychologie, CUI selon REKOLE» ne doit pas être négative.;La variabile «40 Psicologia, CUI secondo REKOLE» non può essere negativa.;
SC_RULE1409;1409;"""41 Hotellerie-Zimmer, ANK nach REKOLE"" negativ.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_41_ANK < 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_41_ANK = [ktf.UV_KTR_41_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_41_ANK = [ktf.UV_KTR_41_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_41_ANK = [ktf.UV_KTR_41_ANK];;"Die Variable ""41 Hotellerie-Zimmer, ANK nach REKOLE"" darf nicht negativ sein.";;La variable «41 Hôtellerie / chambre, CUI selon REKOLE» ne doit pas être négative.;La variabile «41 Servizio alberghiero – camere, CUI secondo REKOLE» non può essere negativa.;
SC_RULE1410;1410;"""42 Hotellerie-Kueche, ANK nach REKOLE"" negativ.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_42_ANK < 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_42_ANK = [ktf.UV_KTR_42_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_42_ANK = [ktf.UV_KTR_42_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_42_ANK = [ktf.UV_KTR_42_ANK];;"Die Variable ""42 Hotellerie-Küche, ANK nach REKOLE"" darf nicht negativ sein.";;La variable «42 Hôtellerie / cuisine, CUI selon REKOLE» ne doit pas être négative.;La variabile «42 Servizio alberghiero – cucina, CUI secondo REKOLE» non può essere negativa.;
SC_RULE1411;1411;"""43 Hotellerie-Service, ANK nach REKOLE"" negativ.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_43_ANK < 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_43_ANK = [ktf.UV_KTR_43_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_43_ANK = [ktf.UV_KTR_43_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_43_ANK = [ktf.UV_KTR_43_ANK];;"Die Variable ""43 Hotellerie-Service, ANK nach REKOLE"" darf nicht negativ sein.";;La variable «43 Hôtellerie / service, CUI selon REKOLE» ne doit pas être négative.;La variabile «43 Servizio alberghiero – servizi, CUI secondo REKOLE» non può essere negativa.;
SC_RULE1412;1412;"""44 Uebrige Leistungserbringer, ANK nach REKOLE"" negativ.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_44_ANK < 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_44_ANK = [ktf.UV_KTR_44_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_44_ANK = [ktf.UV_KTR_44_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_44_ANK = [ktf.UV_KTR_44_ANK];;"Die Variable ""44 Übrige Leistungserbringer, ANK nach REKOLE"" darf nicht negativ sein.";;La variable «44 Autres fournisseurs de prestations, CUI selon REKOLE» ne doit pas être négative.;La variabile «44 Altri fornitori di prestazioni, CUI secondo REKOLE» non può essere negativa.;
SC_RULE1413;1413;"""45 Pathologie, ANK nach REKOLE"" negativ.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_45_ANK < 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_45_ANK = [ktf.UV_KTR_45_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_45_ANK = [ktf.UV_KTR_45_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_45_ANK = [ktf.UV_KTR_45_ANK];;"Die Variable ""45 Pathologie, ANK nach REKOLE"" darf nicht negativ sein.";;La variable «45 Pathologie, CUI selon REKOLE» ne doit pas être négative.;La variabile «45 Patologia, CUI secondo REKOLE» non può essere negativa.;
SC_RULE1414;1414;"""77 Rettungs-/Ambulanzdienst (nur Sekundaertransporte), ANK nach REKOLE"" negativ.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_77_ANK < 0;ABC_FALL = [adm.UV_ABC_FALL], KTR_77_ANK = [ktf.UV_KTR_77_ANK];;ABC_FALL = [adm.UV_ABC_FALL], KTR_77_ANK = [ktf.UV_KTR_77_ANK];ABC_FALL = [adm.UV_ABC_FALL], KTR_77_ANK = [ktf.UV_KTR_77_ANK];;"Die Variable ""77 Rettungs-/Ambulanzdienst (nur Sekundärtransporte), ANK nach REKOLE"" darf nicht negativ sein.";;La variable «77 Service de sauvetage et d’ambulance (uniquement transports secondaires), CUI selon REKOLE» ne doit pas être négative.;La variabile «77 Servizio di ambulanza e di soccorso (solo trasporti secondari), CUI secondo REKOLE» non può essere negativa.;
SC_RULE1415;1415;"""44 Anlagenutzungskosten nach VKL"" nicht positiv.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_44_VKL < 0.01;ABC_FALL = [adm.UV_ABC_FALL], KTR_44_VKL = [ktf.UV_KTR_44_VKL];;ABC_FALL = [adm.UV_ABC_FALL], KTR_44_VKL = [ktf.UV_KTR_44_VKL];ABC_FALL = [adm.UV_ABC_FALL], KTR_44_VKL = [ktf.UV_KTR_44_VKL];;"Die Variable ""44 Anlagenutzungskosten nach VKL"" darf nicht negativ sein.";;La variable «44 Coûts d’utilisation des immobilisations selon OCP» ne doit pas être négative.;La variabile «44 Costi di utilizzo delle immobilizzazioni ai sensi dell’OCPre» non può essere negativa.;
SC_RULE1416;1416;"""44 Anlagenutzungskosten nach REKOLE/SwissDRG"" nicht positiv.";KOSTENTRAEGERFALL;ktf;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = ktf.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND ktf.UV_KTR_44_REKOLE < 0.01;KTR_44_REKOLE = [ktf.UV_KTR_44_REKOLE];;KTR_44_REKOLE = [ktf.UV_KTR_44_REKOLE];KTR_44_REKOLE = [ktf.UV_KTR_44_REKOLE];;"Die Variable ""44 Anlagenutzungskosten nach REKOLE/SwissDRG"" korrigieren.";;Corriger la variable «44 Coûts d’utilisation des immobilisations selon REKOLE/SwissDRG».;La variabile «44 Costi di utilizzo delle immobilizzazioni secondo REKOLE/SwissDRG» non può essere negativa.;
SC_RULE1417;1417;In Tabelle KTR-Standort darf KTR_TYP niemals 1 sein;KOSTENTRAEGERSTANDORT;kts;error;;kts.UV_KTR_TYP = 1 ;KTR_TYP = [kts.UV_KTR_TYP];;KTR_TYP = [kts.UV_KTR_TYP];KTR_TYP = [kts.UV_KTR_TYP];;Der KTR Standort darf keine Kosten pro Fall enthalten (KTR_Typ=1). ;;Le UFI site ne doit pas contenir de coûts par cas (type d’UFI = 1). ;La sede CUFI non può contenere costi relativi ai singoli casi (tipo_CUFI=1). ;
SC_RULE1424;1424;bei episode_art=3 oder 4 muss leer sein, bei 5 kann leer sein;PATIENTENBEWEGUNG;pat;error;;pat.UV_EPISODE_ART IN (3, 4) AND pat.UV_BURNR_EPISODE IS NOT NULL;EPISODE_ART = [pat.UV_EPISODE_ART], BURNR_EPISODE = [pat.UV_BURNR_EPISODE];;EPISODE_ART = [pat.UV_EPISODE_ART], BURNR_EPISODE = [pat.UV_BURNR_EPISODE];EPISODE_ART = [pat.UV_EPISODE_ART], BURNR_EPISODE = [pat.UV_BURNR_EPISODE];;Bei Urlaub (episode_art=3) oder einer Belastungserprobung (episode_art=4) ist die Angabe einer «bur_episode» unplausibel. Bitte überprüfen und korrigieren.;;En cas de vacances (episode_art=3) ou de sortie d’essai (episode_art=4), la donnée d’un «bur_episode» semble peu plausible. Veuillez vérifier et corriger.;In caso di congedo (episode_art=3) o di una prova di stress (episode_art=4), l’indicazione «bur_episode» non è plausibile. Si prega di verificare e correggere.;
SC_RULE1426;1426;"""Jahr"", nicht leer, >= 2025, eventl. Abgleich mit dem Jahr in der Liefermeldung";ADMINISTRATIVES;adm;error;JOIN [CO_UNITS_STAGING ggh] ON 1=1;SUBSTR(adm.UV_EINTRITTSDATUM, 1, 4) > ggh.JAHR OR (adm.UV_AUSTRITTSDATUM IS NOT NULL AND SUBSTR(adm.UV_AUSTRITTSDATUM, 1, 4) <> ggh.JAHR);EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM];;EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM];EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM];;Es dürfen nur Daten geliefert werden, welche innerhalb der Erhebungsperiode des Datenjahres liegen (z.B. 1.1.2025 - 31.12.2025);;Il n’est possible de fournir des données se situant dans la période de relevé de l’année (p. ex. du 1.1.2025 au 31.12.2025).;Possono essere forniti solo i dati relativi al periodo di rilevazione dell’anno di riferimento (ad esempio, 1.1.2025 – 31.12.2025).;
SC_RULE1428;1428;«wohnland» ist nicht leer und beinhaltet einen gültigen ISO-3 Kode (Ausnahme: CHE/CH), somit darf die Variable «wohnkanton» nicht ausgefüllt werden oder muss den Wert «Ausland» aufweisen.;ADMINISTRATIVES;adm;error;;adm.UV_WOHNLAND IS NOT NULL AND adm.UV_WOHNLAND NOT IN ('CH','CHE') AND adm.UV_WOHNKANTON IS NOT NULL;WOHNLAND = [adm.UV_WOHNLAND], WOHNKANTON = [adm.UV_WOHNKANTON];;WOHNLAND = [adm.UV_WOHNLAND], WOHNKANTON = [adm.UV_WOHNKANTON];WOHNLAND = [adm.UV_WOHNLAND], WOHNKANTON = [adm.UV_WOHNKANTON];;Wenn das Wohnland nicht CH ist, muss der Wohnkanton leer bleiben.;;Si le pays de résidence n’est pas CH, le canton de domicile doit rester vide. ;Se il Paese di residenza non è la Svizzera (CH), il campo relativo al Cantone di residenza deve rimanere vuoto.;
SC_RULE1430;1430;"""chLZ - chirurgische Leistungszeit"", leer erlaubt, Anzahl Minuten darf nicht die Dauer des Gesamtaufenthaltes ueberschreiten.";ADMINISTRATIVES;adm;error;;adm.UV_ABC_FALL IN ('A', 'C') AND adm.UV_CHLZ IS NOT NULL AND adm.UV_CHLZ > ((TO_DATE(adm.UV_AUSTRITTSDATUM, 'YYYYMMDDHH24') - TO_DATE(adm.UV_EINTRITTSDATUM, 'YYYYMMDDHH24'))*24)*60;ABC_FALL = [adm.UV_ABC_FALL], CHLZ = [adm.UV_CHLZ], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM], EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM];;ABC_FALL = [adm.UV_ABC_FALL], CHLZ = [adm.UV_CHLZ], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM], EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM];ABC_FALL = [adm.UV_ABC_FALL], CHLZ = [adm.UV_CHLZ], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM], EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM];;Die chirurgische Leistungszeit ist länger als der gesamte Spitalaufenthalt (Aufenthaltsdauer zwischen Eintritts- und Austrittsdatum). Bitte überprüfen und korrigieren.;;La durée de la prestation chirurgicale dépasse la durée du séjour total (durée du séjour entre la date d’admission et la date de sortie). Veuillez vérifier et corriger.;La durata della prestazione chirurgica supera quella dell’intera degenza ospedaliera (durata della degenza che va dalla data di ammissione a quella di dimissione). Si prega di verificare e correggere.;
SC_RULE1432;1432;"""diagnose_id"": Diese fortlaufende Nummer muss bei 1 beginnen, und darf keine Luecken aufweisen. Die nachfolgende Nummer muss immer +1 sein.";ADMINISTRATIVES;adm;error;;adm.UV_ABC_FALL IN ( 'A', 'C' ) AND adm.UV_FALL_ID IN (SELECT dia.UV_FALL_ID FROM [DIAGNOSE dia] GROUP BY dia.UV_FALL_ID HAVING MIN(dia.UV_DIAGNOSE_ID) <> 1 OR COUNT(dia.UV_DIAGNOSE_ID) <> MAX(dia.UV_DIAGNOSE_ID));ABC_FALL = [adm.UV_ABC_FALL];;ABC_FALL = [adm.UV_ABC_FALL];ABC_FALL = [adm.UV_ABC_FALL];;Der Rang der Diagnose beginnt bei 1 (Hauptdiagnose), und muss fortlaufend sein (+1), und darf keine Lücken aufweisen. Bitte überprüfen und korrigieren.;;L’ordre du diagnostic commence par 1 (diagnostic principal). Il doit être continu (+1) et ne comporter aucune lacune. Veuillez vérifier et corriger.;La classificazione della diagnosi parte da 1 (diagnosi principale), deve essere continua (+1) e senza lacune. Si prega di verificare e correggere.;
SC_RULE1435;1435;"""behandlung_id"": Diese fortlaufende Nummer muss bei 1 beginnen, und darf keine Luecken aufweisen. Die nachfolgende Nummer muss immer +1 sein.";ADMINISTRATIVES;adm;error;;adm.UV_ABC_FALL IN ( 'A', 'C' ) AND adm.UV_FALL_ID IN (SELECT beh.UV_FALL_ID FROM [BEHANDLUNG beh] GROUP BY beh.UV_FALL_ID HAVING MIN(beh.UV_BEHANDLUNG_ID) <> 1 OR COUNT(beh.UV_BEHANDLUNG_ID) <> MAX(beh.UV_BEHANDLUNG_ID));ABC_FALL = [adm.UV_ABC_FALL];;ABC_FALL = [adm.UV_ABC_FALL];ABC_FALL = [adm.UV_ABC_FALL];;Der Rang der Behandlung beginnt bei 1, und muss fortlaufend sein (+1), und darf keine Lücken aufweisen. Bitte überprüfen und korrigieren.;;L’ordre du traitement commence par 1 (diagnostic principal). Il doit être continu (+1) et ne comporter aucune lacune. Veuillez vérifier et corriger.;La classificazione del trattamento parte da 1, deve essere continua (+1) e senza lacune. Si prega di verificare e correggere.;
SC_RULE1436;1436;Patientenbewegungen: Die Episoden muessen chronologisch erfasst werden.;PATIENTENBEWEGUNG;pat1;error;JOIN [PATIENTENBEWEGUNG pat2] ON pat1.UV_FALL_ID = pat2.UV_FALL_ID;pat1.UV_EPISODE_ID = pat2.UV_EPISODE_ID - 1 AND pat1.UV_EPISODE_BEGINN > pat2.UV_EPISODE_BEGINN;EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ID = [pat2.UV_EPISODE_ID], EPISODE_BEGINN = [pat1.UV_EPISODE_BEGINN], EPISODE_BEGINN = [pat2.UV_EPISODE_BEGINN];;EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ID = [pat2.UV_EPISODE_ID], EPISODE_BEGINN = [pat1.UV_EPISODE_BEGINN], EPISODE_BEGINN = [pat2.UV_EPISODE_BEGINN];EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ID = [pat2.UV_EPISODE_ID], EPISODE_BEGINN = [pat1.UV_EPISODE_BEGINN], EPISODE_BEGINN = [pat2.UV_EPISODE_BEGINN];;episode_beginn: Die Episoden der Patientenbewegungen sind nicht chronologisch erfasst. Die Episode n muss vor der Episode n+1 starten.;;Début de l’épisode: les épisodes des mouvements des patients ne sont pas saisis chronologiquement. L’épisode n doit commencer avant l’épisode n+1.;episode_beginn: Gli episodi di movimento del paziente non sono stati registrati cronologicamente. L’episodio n deve iniziare prima dell’episodio n+1.;
SC_RULE1437;1437;Patientenbewegungen: Die erste Episode muss mit dem Eintritt beginnen. ;PATIENTENBEWEGUNG;pat;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = pat.UV_FALL_ID;pat.UV_EPISODE_ID = 1 AND SUBSTR(pat.UV_EPISODE_BEGINN,1,8) <> SUBSTR(adm.UV_EINTRITTSDATUM,1,8);EPISODE_ID = [pat.UV_EPISODE_ID], EPISODE_BEGINN = [pat.UV_EPISODE_BEGINN], EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM];;EPISODE_ID = [pat.UV_EPISODE_ID], EPISODE_BEGINN = [pat.UV_EPISODE_BEGINN], EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM];EPISODE_ID = [pat.UV_EPISODE_ID], EPISODE_BEGINN = [pat.UV_EPISODE_BEGINN], EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM];;episode_beginn: Der Beginn der ersten Episode stimmt nicht mit dem Eintrittsdatum überein.;;Début de l’épisode: le début du premier épisode ne concorde pas avec la date d’admission.;episode_beginn: L’inizio del primo episodio non corrisponde alla data di ammissione.;
SC_RULE1438;1438;Patientenbewegungen: Die letzte Episode muss mit dem Austritt enden.;PATIENTENBEWEGUNG;pat1;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = pat1.UV_FALL_ID;adm.UV_ABC_FALL IN ('A', 'C') AND pat1.UV_EPISODE_ID = (SELECT MAX(pat2.UV_EPISODE_ID) FROM [PATIENTENBEWEGUNG pat2] WHERE pat1.UV_FALL_ID = pat2.UV_FALL_ID) AND SUBSTR(pat1.UV_EPISODE_ENDE,1,8) <> SUBSTR(adm.UV_AUSTRITTSDATUM,1,8);ABC_FALL = [adm.UV_ABC_FALL], EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ENDE = [pat1.UV_EPISODE_ENDE], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM];;ABC_FALL = [adm.UV_ABC_FALL], EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ENDE = [pat1.UV_EPISODE_ENDE], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM];ABC_FALL = [adm.UV_ABC_FALL], EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ENDE = [pat1.UV_EPISODE_ENDE], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM];;episode_ende: Das Ende der letzten Episode stimmt nicht mit dem Austrittsdatum überein.;;Fin de l’épisode: la fin du dernier épisode ne concorde pas avec la date de sortie.;episode_ende: La fine dell’ultimo episodio non corrisponde alla data di dimissione.;
SC_RULE1439;1439;Patientenbewegungen: Der Beginn einer Episode muss vor dem Ende derselben Episode liegen.;PATIENTENBEWEGUNG;pat;error;;pat.UV_EPISODE_BEGINN > pat.UV_EPISODE_ENDE;EPISODE_BEGINN = [pat.UV_EPISODE_BEGINN], EPISODE_ENDE = [pat.UV_EPISODE_ENDE];;EPISODE_BEGINN = [pat.UV_EPISODE_BEGINN], EPISODE_ENDE = [pat.UV_EPISODE_ENDE];EPISODE_BEGINN = [pat.UV_EPISODE_BEGINN], EPISODE_ENDE = [pat.UV_EPISODE_ENDE];;episode_beginn/episode_ende: Der Beginn einer Episode muss vor dem Ende derselben Episode liegen.;;Début de l’épisode / fin de l’épisode: le début d’un épisode doit précéder la fin de ce même épisode.;inizio_episodio/fine_episodio: L’inizio di un episodio deve essere precedente alla fine dello stesso.;
SC_RULE1440;1440;Patientenbewegungen: Eine Episode muss mit dem Ende der vorangehenden Episode beginnen. ;PATIENTENBEWEGUNG;pat1;error;;EXISTS (SELECT 1 FROM [PATIENTENBEWEGUNG pat2] WHERE pat1.UV_FALL_ID = pat2.UV_FALL_ID AND pat1.UV_EPISODE_ID = pat2.UV_EPISODE_ID - 1 AND pat1.UV_EPISODE_ENDE <> pat2.UV_EPISODE_BEGINN);EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ENDE = [pat1.UV_EPISODE_ENDE];;EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ENDE = [pat1.UV_EPISODE_ENDE];EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ENDE = [pat1.UV_EPISODE_ENDE];;episode_beginn/episode_ende: Die Episode n endet nicht mit dem Beginn der folgenden Episode.;;Début de l’épisode / fin de l’épisode: l’épisode n ne se termine pas avec le début de l’épisode suivant.;episode_beginn/episode_ende: L’episodio n non termina con l’inizio dell’episodio successivo.;
SC_RULE1441;1441;"Patientenbewegungen: Die BUR-Nummern der Standorte muss fuer die Episoden der Art ""Behandlung vor Ort"" angegeben werden.";PATIENTENBEWEGUNG;pat;error;;pat.UV_EPISODE_ART = 1 AND pat.UV_BURNR_EPISODE IS NULL;EPISODE_ART = [pat.UV_EPISODE_ART], BURNR_EPISODE = [pat.UV_BURNR_EPISODE];;EPISODE_ART = [pat.UV_EPISODE_ART], BURNR_EPISODE = [pat.UV_BURNR_EPISODE];EPISODE_ART = [pat.UV_EPISODE_ART], BURNR_EPISODE = [pat.UV_BURNR_EPISODE];;Bei der Episode Art 1 (= Behandlung vor Ort) muss der Standort der Behandlung (burnr zu der Patientenbewegung) angegeben werden. ;;Pour l’épisode de type 1 (= traitement sur place), il faut saisir le site du traitement (burnr au mouvement du patient). ;Per il tipo di episodio 1 (= trattamento in loco), è necessario indicare il luogo del trattamento (burnr in base al movimento del paziente). ;
SC_RULE1442;1442;Patientenbewegungen: Die erste Episode muss eine Behandlung vor Ort sein (Episode Art = 1).;PATIENTENBEWEGUNG;pat;error;;pat.UV_EPISODE_ID = 1 AND pat.UV_EPISODE_ART <> 1;EPISODE_ID = [pat.UV_EPISODE_ID], EPISODE_ART = [pat.UV_EPISODE_ART];;EPISODE_ID = [pat.UV_EPISODE_ID], EPISODE_ART = [pat.UV_EPISODE_ART];EPISODE_ID = [pat.UV_EPISODE_ID], EPISODE_ART = [pat.UV_EPISODE_ART];;Die erste Episode ist keine Behandlung vor Ort. Zwischenaustritte, Urlaube, Belastungserprobungen und auswärtige ambulante Behandlungen können nicht am Anfang eines Aufenthaltes stehen. ;;Le premier épisode n’est pas un traitement sur place. Il n’est pas possible de commencer un séjour par une sortie intermédiaire, des vacances, une sortie d’essai ou un traitement ambulatoire à l’extérieur. ;Il primo episodio non è un trattamento in loco. Dimissioni intermedie, congedi, uscite di prova e trattamenti ambulatoriali esterni non possono trovarsi all’inizio di una degenza. ;
SC_RULE1443;1443;Patientenbewegungen: Nach einem Wiedereintritt muss eine Behandlung vor Ort stattfinden. ;PATIENTENBEWEGUNG;pat1;error;JOIN [PATIENTENBEWEGUNG pat2] ON pat1.UV_FALL_ID = pat2.UV_FALL_ID;pat1.UV_EPISODE_ID = pat2.UV_EPISODE_ID - 1 AND pat1.UV_EPISODE_ART = 2 AND pat2.UV_EPISODE_ART <> 1;EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ID = [pat2.UV_EPISODE_ID], EPISODE_ART = [pat1.UV_EPISODE_ART], EPISODE_ART = [pat2.UV_EPISODE_ART];;EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ID = [pat2.UV_EPISODE_ID], EPISODE_ART = [pat1.UV_EPISODE_ART], EPISODE_ART = [pat2.UV_EPISODE_ART];EPISODE_ID = [pat1.UV_EPISODE_ID], EPISODE_ID = [pat2.UV_EPISODE_ID], EPISODE_ART = [pat1.UV_EPISODE_ART], EPISODE_ART = [pat2.UV_EPISODE_ART];;Die erste Episode nach einem Zwischenaustritt/Wiedereintritt ist keine Behandlung vor Ort. Nach einem Zwischenaustritt/Wiedereintritt muss zwingend eine Behandlung vor Ort stattfinden.;;Le premier épisode après une sortie intermédiaire ou une réadmission n’est pas un traitement sur place. Après une sortie intermédiaire ou une réadmission, il faut impérativement un traitement sur place.;Il primo episodio dopo una dimissione intermedia / riammissione non è considerato come trattamento in loco. Dopo una dimissione intermedia / riammissione deve obbligatoriamente aver luogo un trattamento in loco.;
SC_RULE1444;1444;Urlaube und Belastungserprobungen muessen mindestens 24 Stunden dauern. Die Episode n weist eine Dauer von weniger als 24 Stunden auf.;PATIENTENBEWEGUNG;pat;error;;pat.UV_EPISODE_ART IN (3, 4) AND (TO_DATE(pat.UV_EPISODE_ENDE, 'YYYYMMDDHH24') - TO_DATE(pat.UV_EPISODE_BEGINN, 'YYYYMMDDHH24'))*24 < 24;EPISODE_ART = [pat.UV_EPISODE_ART], EPISODE_ENDE = [pat.UV_EPISODE_ENDE], EPISODE_BEGINN = [pat.UV_EPISODE_BEGINN];;EPISODE_ART = [pat.UV_EPISODE_ART], EPISODE_ENDE = [pat.UV_EPISODE_ENDE], EPISODE_BEGINN = [pat.UV_EPISODE_BEGINN];EPISODE_ART = [pat.UV_EPISODE_ART], EPISODE_ENDE = [pat.UV_EPISODE_ENDE], EPISODE_BEGINN = [pat.UV_EPISODE_BEGINN];;Urlaube und Belastungserprobungen müssen mindestens 24 Stunden dauern. Die Episode n weist eine Dauer von weniger als 24 Stunden auf.;;Les vacances et la sortie d’essai doivent durer au moins 24 heures. La durée de l’épisode n est inférieure à 24 heures.;Congedi e uscite di prova devono durare almeno 24 ore. L’episodio n ha una durata inferiore a 24 ore.;
